timestamp,temp,humidity,pressure,wind_speed,rain_mm,duration_min
2025-01-01 06:00:00,29.4,86.1,1007.6,1.96,0.0,0.0
2025-01-01 06:10:00,25.1,83.4,1008.3,1.74,0.0,0.0
2025-01-01 06:20:00,26.3,88.0,1008.3,2.77,0.0,0.0
2025-01-01 06:30:00,29.4,88.4,1002.2,1.38,0.0,0.0
2025-01-01 06:40:00,30.5,86.5,1003.6,2.01,0.0,0.0
2025-01-01 06:50:00,29.3,80.9,1007.3,2.26,0.0,0.0
2025-01-01 07:00:00,28.8,86.4,1001.9,1.19,0.0,0.0
2025-01-01 07:10:00,28.4,91.0,1009.5,1.54,0.0,0.0
2025-01-01 07:20:00,26.0,82.0,1009.6,1.93,0.0,0.0
2025-01-01 07:30:00,27.6,95.5,1008.0,1.56,0.0,0.0
2025-01-01 07:40:00,28.1,82.4,1003.6,1.59,0.0,0.0
2025-01-01 07:50:00,31.1,85.2,1011.1,1.83,0.0,0.0
2025-01-01 08:00:00,29.7,81.6,1013.1,2.32,0.0,0.0
2025-01-01 08:10:00,25.5,86.1,1007.4,1.83,0.0,0.0
2025-01-01 08:20:00,29.6,76.3,1008.5,2.54,0.0,0.0
2025-01-01 08:30:00,28.2,82.3,1007.6,1.5,0.0,0.0
2025-01-01 08:40:00,27.6,79.5,1008.6,1.37,0.0,0.0
2025-01-01 08:50:00,30.2,85.7,1006.6,2.96,0.0,0.0
2025-01-01 09:00:00,31.1,90.0,1006.9,1.67,0.0,0.0
2025-01-01 09:10:00,30.9,88.2,1009.7,1.34,0.0,0.0
2025-01-01 09:20:00,27.3,73.1,1014.0,1.13,1.91,30.0
2025-01-01 09:30:00,28.4,95.2,1002.8,2.54,1.7,30.0
2025-01-01 09:40:00,29.7,86.5,1006.7,1.83,0.6,30.0
2025-01-01 09:50:00,31.0,81.1,1003.5,1.87,0.0,0.0
2025-01-01 10:00:00,28.0,85.8,1011.8,1.92,0.0,0.0
2025-01-01 10:10:00,28.6,85.9,1005.2,2.51,0.0,0.0
2025-01-01 10:20:00,26.8,81.7,1002.7,1.91,0.0,0.0
2025-01-01 10:30:00,26.6,86.0,1008.9,3.17,0.0,0.0
2025-01-01 10:40:00,30.6,82.0,1012.2,2.07,0.0,0.0
2025-01-01 10:50:00,31.7,83.0,1009.0,2.53,0.0,0.0
2025-01-01 11:00:00,28.9,81.6,1007.6,2.4,0.0,0.0
2025-01-01 11:10:00,31.0,77.8,1008.2,1.98,0.0,0.0
2025-01-01 11:20:00,29.7,85.7,1011.2,1.71,0.0,0.0
2025-01-01 11:30:00,27.7,87.9,1004.4,2.17,0.0,0.0
2025-01-01 11:40:00,29.7,87.6,1006.7,2.26,0.0,0.0
2025-01-01 11:50:00,32.1,89.1,1005.6,1.71,0.0,0.0
2025-01-01 12:00:00,28.9,86.6,1003.5,2.08,0.0,0.0
2025-01-01 12:10:00,32.1,82.3,1006.0,2.62,0.0,0.0
2025-01-01 12:20:00,23.8,89.2,1010.3,3.03,0.0,0.0
2025-01-01 12:30:00,30.6,78.2,1008.7,2.43,0.0,0.0
2025-01-01 12:40:00,29.2,80.5,1008.9,2.93,0.0,0.0
2025-01-01 12:50:00,28.4,80.2,1007.4,1.69,0.0,0.0
2025-01-01 13:00:00,29.2,90.4,1008.6,2.35,0.0,0.0
2025-01-01 13:10:00,25.0,89.7,1004.6,2.67,0.0,0.0
2025-01-01 13:20:00,28.6,87.4,1006.1,1.55,0.0,0.0
2025-01-01 13:30:00,29.7,90.4,1007.6,1.76,0.0,0.0
2025-01-01 13:40:00,32.0,80.6,1007.8,2.87,0.0,0.0
2025-01-01 13:50:00,28.0,86.7,1008.0,1.51,0.0,0.0
2025-01-01 14:00:00,27.4,84.4,1006.6,1.33,0.0,0.0
2025-01-01 14:10:00,28.0,89.2,1005.9,2.76,0.0,0.0
2025-01-01 14:20:00,30.8,84.4,1016.5,2.6,0.0,0.0
2025-01-01 14:30:00,29.7,83.1,1009.7,2.22,0.0,0.0
2025-01-01 14:40:00,27.9,87.7,1008.2,1.98,0.0,0.0
2025-01-01 14:50:00,30.0,89.4,1006.3,1.78,0.0,0.0
2025-01-01 15:00:00,29.2,81.7,1005.6,2.14,0.0,0.0
2025-01-01 15:10:00,30.9,84.7,1006.6,2.79,0.0,0.0
2025-01-01 15:20:00,27.6,79.7,1007.9,2.12,0.0,0.0
2025-01-01 15:30:00,28.3,72.5,1001.4,3.08,0.0,0.0
2025-01-01 15:40:00,28.2,86.0,1002.3,1.55,0.0,0.0
2025-01-01 15:50:00,26.1,88.0,1005.1,1.99,0.0,0.0
2025-01-01 16:00:00,29.6,86.3,1007.6,1.81,0.0,0.0
2025-01-01 16:10:00,29.5,75.3,1006.3,1.46,0.0,0.0
2025-01-01 16:20:00,29.0,83.2,1011.4,1.92,0.0,0.0
2025-01-01 16:30:00,28.5,73.9,1002.6,2.21,0.0,0.0
2025-01-01 16:40:00,26.2,91.8,1004.7,2.26,0.0,0.0
2025-01-01 16:50:00,28.2,79.6,1011.6,3.09,0.0,0.0
2025-01-01 17:00:00,28.3,91.3,1007.4,2.23,0.0,0.0
2025-01-01 17:10:00,27.4,89.7,1009.7,2.58,0.0,0.0
2025-01-01 17:20:00,28.7,80.5,1013.2,2.03,0.0,0.0
2025-01-01 17:30:00,29.8,79.3,1004.9,2.84,0.0,0.0
2025-01-01 17:40:00,32.8,86.8,1006.7,3.2,0.0,0.0
2025-01-01 17:50:00,29.3,80.8,1006.2,2.27,0.0,0.0
2025-01-01 18:00:00,29.5,85.5,1001.1,1.5,0.0,0.0
2025-01-01 18:10:00,28.9,82.6,1006.1,1.73,0.0,0.0
2025-01-01 18:20:00,25.2,76.1,1009.6,2.14,0.0,0.0
2025-01-01 18:30:00,28.9,73.8,1008.6,2.23,0.0,0.0
2025-01-01 18:40:00,29.1,86.1,1008.9,2.35,0.0,0.0
2025-01-01 18:50:00,33.9,82.2,1005.9,2.23,0.0,0.0
2025-01-01 19:00:00,28.6,82.2,1005.0,2.0,0.0,0.0
2025-01-01 19:10:00,29.6,88.5,1010.8,1.68,0.0,0.0
2025-01-01 19:20:00,28.9,90.9,1005.5,2.2,0.0,0.0
2025-01-01 19:30:00,26.7,83.6,1007.9,2.93,0.0,0.0
2025-01-01 19:40:00,31.3,83.3,1007.5,2.51,0.0,0.0
2025-01-01 19:50:00,30.5,87.5,1011.4,2.27,0.0,0.0
2025-01-01 20:00:00,30.6,78.2,1009.9,2.51,0.0,0.0
2025-01-01 20:10:00,27.2,86.1,1003.1,1.81,0.0,0.0
2025-01-01 20:20:00,31.8,87.8,1003.4,1.75,0.0,0.0
2025-01-01 20:30:00,26.2,88.4,1008.7,1.63,0.0,0.0
2025-01-01 20:40:00,30.2,75.3,1006.8,1.94,0.0,0.0
2025-01-01 20:50:00,33.4,81.2,1005.6,1.79,0.0,0.0
2025-01-01 21:00:00,27.0,80.6,1010.0,2.6,0.0,0.0
2025-01-01 21:10:00,27.9,85.5,1007.6,1.76,0.0,0.0
2025-01-01 21:20:00,29.2,87.4,1007.2,1.6,0.0,0.0
2025-01-01 21:30:00,28.0,92.5,1009.3,2.97,0.0,0.0
2025-01-01 21:40:00,25.9,82.5,1005.9,1.77,0.0,0.0
2025-01-01 21:50:00,29.1,82.5,1011.7,2.08,0.0,0.0
2025-01-01 22:00:00,26.9,90.7,1004.6,2.23,0.0,0.0
2025-01-01 22:10:00,29.9,86.5,1009.0,1.43,0.0,0.0
2025-01-01 22:20:00,27.2,91.3,1011.3,2.62,0.0,0.0
2025-01-01 22:30:00,32.1,86.4,1002.9,2.32,0.0,0.0
2025-01-01 22:40:00,27.4,79.2,1006.0,2.78,0.0,0.0
2025-01-01 22:50:00,28.4,78.3,1010.4,1.66,0.0,0.0
2025-01-01 23:00:00,30.6,77.2,1010.5,2.05,0.0,0.0
2025-01-01 23:10:00,26.5,88.3,1006.5,2.02,0.0,0.0
2025-01-01 23:20:00,29.5,90.9,1004.8,2.13,0.0,0.0
2025-01-01 23:30:00,31.6,94.2,1009.9,1.27,0.0,0.0
2025-01-01 23:40:00,25.8,89.2,1010.6,2.06,0.0,0.0
2025-01-01 23:50:00,29.4,90.8,1003.5,1.29,0.0,0.0
2025-01-02 00:00:00,29.5,82.1,1003.4,2.18,0.0,0.0
2025-01-02 00:10:00,30.6,79.2,1007.7,0.94,0.0,0.0
2025-01-02 00:20:00,26.5,89.3,1008.9,1.07,0.0,0.0
2025-01-02 00:30:00,26.4,87.1,1006.1,2.41,0.0,0.0
2025-01-02 00:40:00,30.0,85.5,1009.0,1.73,0.0,0.0
2025-01-02 00:50:00,29.6,86.9,1004.9,1.51,0.0,0.0
2025-01-02 01:00:00,29.5,86.6,1000.7,2.64,0.0,0.0
2025-01-02 01:10:00,29.7,91.4,1005.7,2.16,0.0,0.0
2025-01-02 01:20:00,27.6,91.5,1007.2,2.44,0.0,0.0
2025-01-02 01:30:00,29.5,87.7,1006.2,1.92,0.0,0.0
2025-01-02 01:40:00,29.6,89.2,1003.5,3.34,0.0,0.0
2025-01-02 01:50:00,27.6,87.6,1001.6,1.7,0.0,0.0
2025-01-02 02:00:00,32.7,82.7,1005.5,2.87,0.0,0.0
2025-01-02 02:10:00,29.9,88.8,1009.7,1.97,0.0,0.0
2025-01-02 02:20:00,26.6,78.0,1010.8,1.17,0.0,0.0
2025-01-02 02:30:00,30.3,90.3,1010.6,2.24,0.0,0.0
2025-01-02 02:40:00,27.1,79.0,1004.6,2.16,0.0,0.0
2025-01-02 02:50:00,30.6,86.4,1003.5,1.47,0.0,0.0
2025-01-02 03:00:00,31.3,80.8,1008.5,1.54,0.0,0.0
2025-01-02 03:10:00,27.4,87.8,1008.9,1.99,0.0,0.0
2025-01-02 03:20:00,30.9,84.8,1008.2,2.17,0.0,0.0
2025-01-02 03:30:00,29.8,77.0,1001.0,0.76,0.0,0.0
2025-01-02 03:40:00,30.6,87.1,1004.4,2.53,0.0,0.0
2025-01-02 03:50:00,32.8,82.1,1006.9,1.75,0.0,0.0
2025-01-02 04:00:00,28.5,89.4,1008.5,1.33,0.0,0.0
2025-01-02 04:10:00,27.5,85.0,1009.3,2.47,0.0,0.0
2025-01-02 04:20:00,27.2,87.0,1007.4,1.99,0.0,0.0
2025-01-02 04:30:00,27.4,80.2,1008.0,2.61,0.0,0.0
2025-01-02 04:40:00,28.8,82.1,1007.3,2.22,0.0,0.0
2025-01-02 04:50:00,29.7,82.7,1009.1,2.0,0.0,0.0
2025-01-02 05:00:00,29.6,89.3,1007.9,1.92,0.0,0.0
2025-01-02 05:10:00,30.7,93.4,1007.2,2.24,0.0,0.0
2025-01-02 05:20:00,29.0,81.0,1006.2,1.79,0.0,0.0
2025-01-02 05:30:00,31.9,90.4,1007.2,1.57,0.0,0.0
2025-01-02 05:40:00,28.5,74.2,1008.5,2.3,0.0,0.0
2025-01-02 05:50:00,34.4,79.0,1007.8,1.93,0.0,0.0
2025-01-02 06:00:00,30.3,80.2,1008.1,2.02,0.0,0.0
2025-01-02 06:10:00,27.3,78.2,1011.0,2.54,0.0,0.0
2025-01-02 06:20:00,26.9,77.1,1007.8,1.94,0.0,0.0
2025-01-02 06:30:00,30.0,87.1,1005.1,2.01,0.0,0.0
2025-01-02 06:40:00,28.6,83.9,1009.7,1.7,0.0,0.0
2025-01-02 06:50:00,30.4,86.9,1002.9,2.22,0.0,0.0
2025-01-02 07:00:00,29.9,88.5,1003.8,2.17,0.0,0.0
2025-01-02 07:10:00,28.9,86.3,1008.0,2.45,0.0,0.0
2025-01-02 07:20:00,27.3,88.3,1008.5,1.71,0.0,0.0
2025-01-02 07:30:00,26.0,84.7,1003.3,1.77,0.0,0.0
2025-01-02 07:40:00,28.1,79.1,1005.9,2.4,0.0,0.0
2025-01-02 07:50:00,30.7,90.3,1005.2,2.13,0.0,0.0
2025-01-02 08:00:00,29.4,82.1,1005.5,1.55,0.0,0.0
2025-01-02 08:10:00,26.5,80.3,1009.8,2.65,0.0,0.0
2025-01-02 08:20:00,29.3,84.1,1009.1,1.15,0.0,0.0
2025-01-02 08:30:00,29.8,80.4,1006.9,2.39,0.0,0.0
2025-01-02 08:40:00,27.2,82.9,1005.4,1.37,0.0,0.0
2025-01-02 08:50:00,29.3,86.7,1003.0,2.94,0.0,0.0
2025-01-02 09:00:00,29.1,86.7,1011.3,1.23,0.0,0.0
2025-01-02 09:10:00,26.7,80.5,1008.8,2.58,0.0,0.0
2025-01-02 09:20:00,29.7,82.6,1004.9,1.96,0.0,0.0
2025-01-02 09:30:00,30.1,90.4,1009.2,1.82,0.0,0.0
2025-01-02 09:40:00,31.2,87.5,1006.8,2.09,0.0,0.0
2025-01-02 09:50:00,31.1,95.4,1006.1,2.32,0.0,0.0
2025-01-02 10:00:00,26.2,90.9,1008.3,1.55,0.0,0.0
2025-01-02 10:10:00,27.1,90.7,1004.8,1.59,0.0,0.0
2025-01-02 10:20:00,30.0,78.1,1006.0,2.32,0.0,0.0
2025-01-02 10:30:00,30.0,88.8,1007.4,1.15,0.0,0.0
2025-01-02 10:40:00,30.0,84.7,1005.5,1.71,0.0,0.0
2025-01-02 10:50:00,36.7,82.2,1009.0,3.52,0.0,0.0
2025-01-02 11:00:00,30.1,85.8,1012.6,1.52,0.0,0.0
2025-01-02 11:10:00,31.3,89.7,1004.7,2.57,0.0,0.0
2025-01-02 11:20:00,30.9,87.5,1002.0,1.71,0.0,0.0
2025-01-02 11:30:00,30.3,80.6,1001.0,2.25,0.0,0.0
2025-01-02 11:40:00,28.4,88.7,1006.5,2.33,0.0,0.0
2025-01-02 11:50:00,30.5,81.8,1005.0,2.56,0.0,0.0
2025-01-02 12:00:00,27.5,86.1,1007.6,1.9,0.0,0.0
2025-01-02 12:10:00,28.5,83.5,1007.4,2.99,0.0,0.0
2025-01-02 12:20:00,28.0,83.9,1002.2,1.71,0.0,0.0
2025-01-02 12:30:00,29.2,88.8,1001.6,2.12,0.0,0.0
2025-01-02 12:40:00,33.6,79.8,1007.9,2.12,0.0,0.0
2025-01-02 12:50:00,25.3,94.7,1007.4,1.44,0.0,0.0
2025-01-02 13:00:00,30.4,75.9,1005.7,1.86,0.0,0.0
2025-01-02 13:10:00,25.8,82.0,1002.0,2.08,0.0,0.0
2025-01-02 13:20:00,28.1,86.9,1008.4,1.78,0.0,0.0
2025-01-02 13:30:00,31.2,87.9,1010.8,3.22,0.0,0.0
2025-01-02 13:40:00,29.1,84.5,1007.8,1.58,0.0,0.0
2025-01-02 13:50:00,26.8,84.7,1004.5,2.59,0.0,0.0
2025-01-02 14:00:00,27.6,87.1,1007.1,2.43,0.0,0.0
2025-01-02 14:10:00,30.4,83.8,1002.9,1.99,0.0,0.0
2025-01-02 14:20:00,27.5,92.0,1010.2,1.57,0.0,0.0
2025-01-02 14:30:00,29.4,89.2,1007.2,1.62,0.0,0.0
2025-01-02 14:40:00,29.1,89.4,1001.7,1.74,0.0,0.0
2025-01-02 14:50:00,27.7,80.2,1006.1,1.11,0.0,0.0
2025-01-02 15:00:00,33.3,84.6,1008.4,1.5,0.0,0.0
2025-01-02 15:10:00,30.3,83.5,1006.0,1.26,0.0,0.0
2025-01-02 15:20:00,24.9,80.0,1006.2,2.67,0.0,0.0
2025-01-02 15:30:00,29.4,86.8,1003.3,2.31,0.0,0.0
2025-01-02 15:40:00,27.7,82.3,1008.7,2.39,0.0,0.0
2025-01-02 15:50:00,30.7,88.3,1005.1,2.29,0.0,0.0
2025-01-02 16:00:00,27.4,79.6,1000.5,2.08,0.0,0.0
2025-01-02 16:10:00,28.8,93.6,1005.9,2.73,0.0,0.0
2025-01-02 16:20:00,30.0,80.5,1009.9,1.69,0.0,0.0
2025-01-02 16:30:00,30.7,86.1,1005.8,2.05,0.0,0.0
2025-01-02 16:40:00,26.6,89.0,1012.2,2.37,0.0,0.0
2025-01-02 16:50:00,28.3,82.1,1008.3,1.34,0.0,0.0
2025-01-02 17:00:00,28.1,89.3,1008.0,3.55,0.0,0.0
2025-01-02 17:10:00,27.7,78.9,1006.6,2.01,0.0,0.0
2025-01-02 17:20:00,32.5,92.3,1006.8,2.07,0.0,0.0
2025-01-02 17:30:00,29.8,85.1,1006.2,2.63,0.0,0.0
2025-01-02 17:40:00,26.5,82.0,1006.1,2.46,0.0,0.0
2025-01-02 17:50:00,30.8,83.5,1008.6,2.02,0.0,0.0
2025-01-02 18:00:00,33.2,89.0,1004.2,2.07,0.0,0.0
2025-01-02 18:10:00,31.1,82.1,1003.8,1.25,0.0,0.0
2025-01-02 18:20:00,26.0,81.3,1003.6,1.72,0.0,0.0
2025-01-02 18:30:00,28.0,83.9,1013.1,2.26,0.0,0.0
2025-01-02 18:40:00,31.5,79.1,1008.6,2.22,0.0,0.0
2025-01-02 18:50:00,27.6,94.1,1007.9,2.61,0.0,0.0
2025-01-02 19:00:00,29.9,82.2,1003.8,1.94,0.0,0.0
2025-01-02 19:10:00,30.5,89.2,1008.9,1.31,0.0,0.0
2025-01-02 19:20:00,27.1,86.0,1006.7,2.53,0.0,0.0
2025-01-02 19:30:00,28.9,80.1,1007.6,2.72,0.0,0.0
2025-01-02 19:40:00,22.5,85.0,1004.1,2.45,0.0,0.0
2025-01-02 19:50:00,27.0,88.9,1007.5,1.92,0.0,0.0
2025-01-02 20:00:00,28.5,84.1,1005.7,2.52,0.0,0.0
2025-01-02 20:10:00,26.5,91.0,1004.7,3.71,0.0,0.0
2025-01-02 20:20:00,32.3,90.1,1009.2,2.06,0.0,0.0
2025-01-02 20:30:00,26.1,89.6,1002.4,1.34,0.0,0.0
2025-01-02 20:40:00,28.1,82.7,1008.7,1.71,0.0,0.0
2025-01-02 20:50:00,29.3,79.6,1009.1,2.31,0.0,0.0
2025-01-02 21:00:00,31.9,81.9,1004.4,1.2,0.0,0.0
2025-01-02 21:10:00,26.1,86.0,1004.5,2.08,0.0,0.0
2025-01-02 21:20:00,31.3,87.7,1006.3,2.19,0.0,0.0
2025-01-02 21:30:00,29.0,74.1,1007.8,2.77,0.26,60.0
2025-01-02 21:40:00,27.0,85.0,1006.5,2.66,0.47,60.0
2025-01-02 21:50:00,29.9,85.8,1008.3,2.43,0.47,60.0
2025-01-02 22:00:00,29.4,83.6,1012.3,0.92,0.33,60.0
2025-01-02 22:10:00,27.8,91.5,1005.5,2.46,0.32,60.0
2025-01-02 22:20:00,29.1,87.1,1001.9,2.35,0.37,60.0
2025-01-02 22:30:00,28.2,91.6,1009.5,2.13,0.0,0.0
2025-01-02 22:40:00,29.2,83.9,1012.0,1.13,0.0,0.0
2025-01-02 22:50:00,30.3,89.7,1008.2,1.61,0.0,0.0
2025-01-02 23:00:00,32.2,93.2,1003.7,1.42,0.0,0.0
2025-01-02 23:10:00,26.5,91.6,1006.6,0.99,0.0,0.0
2025-01-02 23:20:00,33.3,79.5,1003.6,2.0,0.0,0.0
2025-01-02 23:30:00,25.1,83.7,1008.9,1.6,0.0,0.0
2025-01-02 23:40:00,28.7,83.3,1002.9,3.31,0.0,0.0
2025-01-02 23:50:00,30.2,87.4,1006.1,1.92,0.0,0.0
2025-01-03 00:00:00,29.6,88.4,1004.0,2.65,0.0,0.0
2025-01-03 00:10:00,27.8,80.8,1007.4,1.22,0.0,0.0
2025-01-03 00:20:00,28.6,85.3,1005.9,1.73,0.0,0.0
2025-01-03 00:30:00,28.0,74.9,1007.5,2.05,0.0,0.0
2025-01-03 00:40:00,27.8,92.2,1007.1,1.55,0.0,0.0
2025-01-03 00:50:00,30.7,82.4,1004.0,1.79,0.0,0.0
2025-01-03 01:00:00,29.7,85.3,1008.9,1.89,0.0,0.0
2025-01-03 01:10:00,27.6,83.5,1006.9,1.88,0.0,0.0
2025-01-03 01:20:00,30.8,90.7,1004.0,2.93,0.0,0.0
2025-01-03 01:30:00,29.6,70.8,1013.7,2.19,0.0,0.0
2025-01-03 01:40:00,30.6,84.9,1008.4,2.24,0.0,0.0
2025-01-03 01:50:00,30.3,84.5,1006.5,2.27,0.0,0.0
2025-01-03 02:00:00,27.3,82.7,1011.2,2.31,0.0,0.0
2025-01-03 02:10:00,27.9,93.6,1012.5,1.96,0.0,0.0
2025-01-03 02:20:00,30.5,80.6,1006.6,1.84,0.0,0.0
2025-01-03 02:30:00,30.2,88.9,1008.0,2.08,0.0,0.0
2025-01-03 02:40:00,29.0,86.8,1004.0,2.58,0.0,0.0
2025-01-03 02:50:00,29.2,91.3,1006.6,2.56,0.0,0.0
2025-01-03 03:00:00,31.6,81.7,1006.4,1.88,0.0,0.0
2025-01-03 03:10:00,27.8,81.3,1007.6,2.38,0.0,0.0
2025-01-03 03:20:00,30.1,90.5,1008.0,1.9,0.0,0.0
2025-01-03 03:30:00,28.6,87.1,1008.7,2.02,0.0,0.0
2025-01-03 03:40:00,28.6,77.3,1007.7,1.76,0.0,0.0
2025-01-03 03:50:00,31.2,82.3,1003.4,1.91,0.0,0.0
2025-01-03 04:00:00,30.7,86.9,1004.2,2.67,0.0,0.0
2025-01-03 04:10:00,30.6,89.2,1005.4,2.05,0.0,0.0
2025-01-03 04:20:00,31.6,81.6,1006.2,2.07,0.0,0.0
2025-01-03 04:30:00,29.0,70.4,1010.2,1.28,0.0,0.0
2025-01-03 04:40:00,30.4,87.6,1003.5,1.85,0.0,0.0
2025-01-03 04:50:00,28.4,78.9,1005.9,1.88,0.0,0.0
2025-01-03 05:00:00,29.6,74.9,1009.9,1.59,0.0,0.0
2025-01-03 05:10:00,28.7,70.8,1006.1,2.01,0.0,0.0
2025-01-03 05:20:00,29.2,89.1,1008.4,1.79,0.0,0.0
2025-01-03 05:30:00,30.2,85.6,1006.6,2.04,0.0,0.0
2025-01-03 05:40:00,27.4,83.9,1007.8,2.06,0.0,0.0
2025-01-03 05:50:00,33.2,91.9,1006.3,1.52,0.0,0.0
2025-01-03 06:00:00,27.0,88.2,1009.0,1.8,0.0,0.0
2025-01-03 06:10:00,26.6,93.1,1002.4,2.04,0.0,0.0
2025-01-03 06:20:00,31.3,78.0,1005.9,2.59,0.0,0.0
2025-01-03 06:30:00,30.6,84.8,1007.9,2.13,0.0,0.0
2025-01-03 06:40:00,30.2,76.9,1008.6,1.67,0.0,0.0
2025-01-03 06:50:00,30.3,83.9,1011.5,2.2,0.0,0.0
2025-01-03 07:00:00,29.0,83.8,1005.8,2.85,0.0,0.0
2025-01-03 07:10:00,27.2,88.1,1011.4,2.46,0.0,0.0
2025-01-03 07:20:00,29.2,85.2,1005.0,2.27,0.0,0.0
2025-01-03 07:30:00,27.6,88.1,1011.0,2.36,0.0,0.0
2025-01-03 07:40:00,31.0,88.5,1009.5,2.72,0.0,0.0
2025-01-03 07:50:00,28.7,95.8,1004.3,2.54,0.0,0.0
2025-01-03 08:00:00,27.3,83.4,1007.9,2.28,0.0,0.0
2025-01-03 08:10:00,28.4,80.3,1006.8,2.53,0.0,0.0
2025-01-03 08:20:00,29.8,86.2,1008.9,1.46,0.0,0.0
2025-01-03 08:30:00,27.9,81.0,1006.3,1.25,0.0,0.0
2025-01-03 08:40:00,27.4,92.4,1006.1,2.08,0.0,0.0
2025-01-03 08:50:00,29.5,83.6,1011.1,2.03,0.0,0.0
2025-01-03 09:00:00,29.5,82.2,1006.7,1.73,0.0,0.0
2025-01-03 09:10:00,28.0,82.6,1009.5,2.41,0.0,0.0
2025-01-03 09:20:00,28.1,88.6,1006.3,1.07,0.0,0.0
2025-01-03 09:30:00,29.5,84.2,1012.0,1.73,0.0,0.0
2025-01-03 09:40:00,26.1,81.8,1005.0,1.76,0.0,0.0
2025-01-03 09:50:00,26.2,93.3,1005.2,1.18,0.0,0.0
2025-01-03 10:00:00,27.6,80.7,1011.6,2.75,0.0,0.0
2025-01-03 10:10:00,28.6,85.2,1005.7,1.32,0.0,0.0
2025-01-03 10:20:00,29.6,88.3,1011.8,1.71,0.0,0.0
2025-01-03 10:30:00,32.0,76.8,1009.7,2.45,0.0,0.0
2025-01-03 10:40:00,30.7,87.4,1006.5,2.32,0.0,0.0
2025-01-03 10:50:00,28.7,79.7,1001.6,1.45,0.0,0.0
2025-01-03 11:00:00,29.0,89.1,1006.9,2.34,0.0,0.0
2025-01-03 11:10:00,27.0,80.2,1007.3,2.14,0.0,0.0
2025-01-03 11:20:00,29.0,88.5,1010.5,3.17,0.0,0.0
2025-01-03 11:30:00,28.4,90.5,1011.8,2.2,0.0,0.0
2025-01-03 11:40:00,29.6,89.3,1004.9,1.93,0.0,0.0
2025-01-03 11:50:00,27.3,86.3,1009.4,1.57,0.0,0.0
2025-01-03 12:00:00,30.0,83.8,1009.3,1.63,0.0,0.0
2025-01-03 12:10:00,32.1,82.1,1010.2,1.59,0.0,0.0
2025-01-03 12:20:00,28.8,92.4,1008.5,2.69,0.0,0.0
2025-01-03 12:30:00,29.8,81.5,1001.2,2.01,0.0,0.0
2025-01-03 12:40:00,30.4,79.8,1006.5,2.28,0.0,0.0
2025-01-03 12:50:00,28.2,88.3,1003.5,2.76,0.0,0.0
